sale_id,day_id,pharmacy_id,product_id,volume_sold,sales_amount
13179,237,49,47,2.89,27.17
13180,237,13,42,0.09,0.76
13181,237,63,41,0.02,0.17
13182,238,20,44,1.28,11.3
13183,238,13,53,1.98,17.88
13184,238,83,52,0.74,6.53
13185,239,29,58,1.04,8.8
13186,239,87,58,0.65,5.5
13187,239,81,58,4.31,36.46
13188,240,91,46,2.27,20.91
13189,240,110,43,1.84,15.9
13190,240,86,56,0.89,7.18
13191,241,119,54,2.76,25.42
13192,241,69,49,4.02,33.25
13193,241,100,49,0.22,1.82
13194,242,62,53,0.23,2.08
13195,242,42,47,0.68,6.39
13196,242,97,55,0.09,0.85
13197,243,17,49,0.26,2.15
13198,243,27,45,0.4,3.61
13199,243,89,47,0.34,3.2
13200,244,19,45,0.48,4.33
13201,244,118,46,0.93,8.57
13202,244,3,57,3.79,31.34
13203,245,97,44,0.69,6.09
13204,245,38,60,3.18,28.08
13205,245,20,49,0.13,1.08
13206,246,72,52,0.21,1.85
13207,246,20,59,2.45,21.17
13208,246,23,46,0.34,3.13
13209,247,52,52,0.07,0.62
13210,247,49,42,0.54,4.57
13211,247,106,46,2.39,22.01
13212,248,44,60,1.15,10.15
13213,248,48,47,0.21,1.97
13214,248,116,42,1.04,8.8
13215,249,32,53,0.6,5.42
13216,249,111,56,2.82,22.76
13217,249,9,48,1.58,12.75
13218,250,69,44,0.41,3.62
13219,250,35,42,2.03,17.17
13220,250,88,53,1.06,9.57
13221,251,36,56,0.01,0.08
13222,251,106,44,3.87,34.17
13223,251,1,48,0.12,0.97
13224,252,86,56,2.77,22.35
13225,252,30,51,0.3,2.59
13226,252,40,58,0.43,3.64
13227,253,84,44,0.25,2.21
13228,253,42,58,0.31,2.62
13229,253,2,45,3.44,31.06
13230,254,29,43,0.57,4.92
13231,254,23,53,0.19,1.72
13232,254,85,53,0.24,2.17
13233,255,66,42,3.54,29.95
13234,255,85,50,0.75,6.35
13235,255,30,53,0.11,0.99
13236,256,107,59,0.01,0.09
13237,256,85,56,1.22,9.85
13238,256,50,52,0.77,6.8
13239,257,41,43,0.88,7.6
13240,257,102,49,2.7,22.33
13241,257,6,56,1.82,14.69
13242,258,41,52,0.0,0.0
13243,259,73,49,2.91,24.07
13244,259,103,43,0.18,1.56
13245,259,120,46,0.91,8.38
13246,260,48,43,0.5,4.32
13247,260,55,43,0.44,3.8
13248,260,10,49,0.06,0.5
13249,261,73,43,3.18,27.48
13250,261,43,51,0.44,3.8
13251,261,35,54,4.18,38.5
13252,262,73,41,0.42,3.47
13253,262,74,43,1.68,14.52
13254,262,76,53,2.4,21.67
13255,263,76,47,2.51,23.59
13256,263,58,51,1.88,16.24
13257,263,64,58,1.61,13.62
13258,264,104,52,2.97,26.23
13259,264,8,46,0.4,3.68
13260,264,103,56,2.13,17.19
13261,265,104,41,3.37,27.87
13262,265,3,45,1.29,11.65
13263,265,22,49,0.84,6.95
13264,266,21,54,1.14,10.5
13265,266,10,41,0.18,1.49
13266,266,111,60,0.08,0.71
13267,267,13,56,0.94,7.59
13268,267,94,45,1.65,14.9
13269,267,20,43,5.61,48.47
13270,268,10,50,1.35,11.42
13271,268,74,47,0.19,1.79
13272,268,97,48,1.96,15.82
13273,269,116,54,2.29,21.09
13274,269,52,60,2.36,20.84
13275,269,69,55,1.35,12.69
13276,270,83,59,0.33,2.85
13277,270,52,55,0.06,0.56
13278,270,73,42,0.61,5.16
13279,271,61,57,0.23,1.9
13280,271,10,47,0.53,4.98
13281,271,55,46,1.54,14.18
13282,272,115,56,2.12,17.11
13283,272,30,56,1.27,10.25
13284,272,103,43,0.61,5.27
13285,273,99,60,0.01,0.09
13286,273,17,46,1.12,10.32
13287,273,84,55,1.27,11.94
13288,274,87,53,1.77,15.98
13289,274,59,41,0.71,5.87
13290,274,90,51,2.52,21.77
13291,275,68,59,1.96,16.93
13292,275,80,58,3.63,30.71
13293,275,84,56,0.31,2.5
13294,276,54,58,4.77,40.35
13295,276,31,52,2.77,24.46
13296,276,81,47,0.46,4.32
13297,277,116,59,0.22,1.9
13298,277,26,50,2.74,23.18
13299,277,78,44,0.04,0.35
13300,278,81,43,0.71,6.13
13301,278,43,53,0.43,3.88
13302,278,25,50,1.26,10.66
13303,279,66,41,1.42,11.74
13304,279,82,59,0.35,3.02
13305,279,24,51,0.43,3.72
13306,280,16,48,3.59,28.97
13307,280,6,45,1.37,12.37
13308,280,16,46,2.04,18.79
13309,281,9,59,2.52,21.77
13310,281,108,52,1.16,10.24
13311,281,100,41,2.32,19.19
13312,282,63,52,6.7,59.16
13313,282,35,53,0.62,5.6
13314,282,73,50,1.68,14.21
13315,283,103,55,0.1,0.94
13316,283,62,50,1.19,10.07
13317,283,92,41,3.71,30.68
13318,284,1,42,0.01,0.08
13319,284,54,45,0.44,3.97
13320,284,60,58,1.05,8.88
13321,285,40,53,0.33,2.98
13322,285,70,50,1.43,12.1
13323,285,64,54,4.44,40.89
13324,286,39,53,4.31,38.92
13325,286,58,59,0.35,3.02
13326,286,58,59,0.14,1.21
13327,287,114,50,0.21,1.78
13328,287,54,43,1.59,13.74
13329,287,50,47,1.7,15.98
13330,288,55,52,1.92,16.95
13331,288,33,42,0.7,5.92
13332,288,5,51,0.32,2.76
13333,289,53,41,1.04,8.6
13334,289,46,48,0.79,6.38
13335,289,90,51,1.57,13.56
13336,290,61,48,2.38,19.21
13337,290,5,47,1.69,15.89
13338,290,95,59,1.43,12.36
13339,291,35,53,0.74,6.68
13340,291,55,59,0.96,8.29
13341,291,24,60,0.3,2.65
13342,292,57,55,4.64,43.62
13343,292,15,43,0.41,3.54
13344,292,84,59,2.25,19.44
13345,293,18,52,3.06,27.02
13346,293,90,59,0.88,7.6
13347,293,29,53,2.46,22.21
13348,294,27,51,0.62,5.36
13349,294,89,42,0.43,3.64
13350,294,76,52,1.55,13.69
13351,295,93,55,0.0,0.0
13352,296,23,41,0.03,0.25
13353,296,45,52,1.86,16.42
13354,296,21,44,4.41,38.94
13355,297,21,57,0.77,6.37
13356,297,53,55,0.07,0.66
13357,297,55,47,0.16,1.5
13358,298,31,50,0.13,1.1
13359,298,110,43,0.62,5.36
13360,298,79,51,0.85,7.34
13361,299,118,50,0.65,5.5
13362,299,80,57,1.33,11.0
13363,299,108,58,2.02,17.09
13364,300,98,59,1.39,12.01
13365,300,79,51,4.87,42.08
13366,300,45,53,3.74,33.77
13367,301,53,50,0.34,2.88
13368,301,32,54,4.91,45.22
13369,301,43,50,1.35,11.42
13370,302,112,49,0.67,5.54
13371,302,96,50,2.59,21.91
13372,302,40,48,1.74,14.04
13373,303,101,49,1.83,15.13
13374,303,102,43,1.22,10.54
13375,303,79,50,0.95,8.04
13376,304,51,44,1.59,14.04
13377,304,119,59,0.25,2.16
13378,304,76,60,1.66,14.66
13379,305,97,48,0.0,0.0
13380,305,32,60,0.61,5.39
13381,305,36,49,0.39,3.23
13382,306,58,59,0.67,5.79
13383,306,29,50,0.25,2.12
13384,306,113,59,0.08,0.69
13385,307,113,49,0.48,3.97
13386,307,34,54,3.55,32.7
13387,307,68,41,1.17,9.68
13388,308,22,58,0.87,7.36
13389,308,29,45,2.04,18.42
13390,308,76,42,1.09,9.22
13391,309,65,51,1.19,10.28
13392,309,17,54,0.92,8.47
13393,309,93,60,3.09,27.28
13394,310,93,56,3.92,31.63
13395,310,74,47,1.05,9.87
13396,310,83,58,0.53,4.48
13397,311,75,57,2.01,16.62
13398,311,13,49,0.68,5.62
13399,311,21,48,3.31,26.71
13400,312,2,44,1.97,17.4
13401,312,58,59,0.31,2.68
13402,312,8,45,0.62,5.6
13403,313,15,46,0.59,5.43
13404,313,98,56,1.96,15.82
13405,313,62,42,0.75,6.35
13406,314,39,51,0.95,8.21
13407,314,45,57,0.34,2.81
13408,314,37,47,0.71,6.67
13409,315,48,54,1.38,12.71
13410,315,61,51,2.5,21.6
13411,315,17,59,0.12,1.04
13412,316,5,45,2.38,21.49
13413,316,2,48,1.23,9.93
13414,316,39,42,1.39,11.76
13415,317,73,49,5.1,42.18
13416,317,109,54,0.32,2.95
13417,317,49,50,0.58,4.91
13418,318,19,43,1.1,9.5
13419,318,29,60,3.07,27.11
13420,318,7,59,0.83,7.17
13421,319,19,41,2.22,18.36
13422,319,14,52,3.17,27.99
13423,319,100,45,0.61,5.51
13424,320,27,44,1.01,8.92
13425,320,43,55,0.89,8.37
13426,320,111,53,3.6,32.51
13427,321,68,52,0.15,1.32
13428,321,51,60,1.19,10.51
13429,321,43,47,3.66,34.4
13430,322,44,59,3.82,33.0
13431,322,1,56,2.63,21.22
13432,322,56,58,3.55,30.03
13433,323,119,43,0.74,6.39
13434,323,79,59,1.9,16.42
13435,323,9,47,2.36,22.18
13436,324,91,49,1.5,12.4
13437,324,71,52,0.2,1.77
13438,324,25,50,1.3,11.0
13439,325,90,49,1.32,10.92
13440,325,51,51,0.03,0.26
13441,325,29,53,1.65,14.9
13442,326,10,43,0.03,0.26
13443,326,120,48,4.44,35.83
13444,326,71,58,1.53,12.94
13445,327,7,52,1.87,16.51
13446,327,38,47,1.58,14.85
13447,327,25,46,2.55,23.49
13448,328,21,54,0.68,6.26
13449,328,5,45,0.72,6.5
13450,328,25,48,0.6,4.84
13451,329,59,50,1.93,16.33
13452,329,24,50,0.36,3.05
13453,329,53,49,3.71,30.68
13454,330,84,47,0.91,8.55
13455,330,3,44,0.35,3.09
13456,330,30,50,1.04,8.8
13457,331,92,55,3.36,31.58
13458,331,54,59,0.21,1.81
13459,331,95,57,11.43,94.53
13460,332,101,53,0.54,4.88
13461,332,107,58,0.74,6.26
13462,332,5,41,2.02,16.71
13463,333,102,58,2.94,24.87
13464,333,91,51,0.85,7.34
13465,333,73,45,1.21,10.93
13466,334,49,49,0.0,0.0
13467,335,7,59,0.2,1.73
13468,335,114,45,0.41,3.7
13469,335,83,43,3.09,26.7
13470,336,57,56,1.85,14.93
13471,336,9,50,1.94,16.41
13472,336,34,55,1.21,11.37
13473,337,5,47,1.58,14.85
13474,337,27,50,0.35,2.96
13475,337,8,51,1.67,14.43
13476,338,30,45,0.29,2.62
13477,338,102,58,0.1,0.85
13478,338,7,52,0.61,5.39
13479,339,21,46,0.1,0.92
13480,339,79,58,0.87,7.36
13481,339,55,49,0.03,0.25
13482,340,44,53,0.47,4.24
13483,340,58,46,1.93,17.78
13484,340,94,51,1.6,13.82
13485,341,26,46,0.02,0.18
13486,341,18,47,0.0,0.0
13487,341,20,57,1.98,16.37
13488,342,102,60,3.48,30.73
13489,342,2,48,1.47,11.86
13490,342,3,45,2.05,18.51
13491,343,43,45,0.35,3.16
13492,343,74,53,0.48,4.33
13493,343,28,44,1.17,10.33
13494,344,113,47,3.59,33.75
13495,344,30,41,0.34,2.81
13496,344,29,41,3.07,25.39
13497,345,33,47,1.77,16.64
13498,345,60,54,3.31,30.49
13499,345,9,55,0.52,4.89
13500,346,86,44,0.11,0.97
13501,346,101,54,1.84,16.95
13502,346,47,55,0.45,4.23
13503,347,57,41,0.07,0.58
13504,347,19,54,2.61,24.04
13505,347,79,56,1.72,13.88
13506,348,45,60,2.46,21.72
13507,348,32,51,4.74,40.95
13508,348,23,42,0.44,3.72
13509,349,83,49,2.24,18.52
13510,349,27,52,1.45,12.8
13511,349,11,42,2.51,21.23
13512,350,117,46,1.59,14.64
13513,350,95,48,0.42,3.39
13514,350,72,59,1.49,12.87
13515,351,105,49,1.12,9.26
13516,351,22,56,1.46,11.78
13517,351,4,48,0.42,3.39
13518,352,35,47,0.0,0.0
13519,353,6,45,1.43,12.91
13520,353,70,45,0.18,1.63
13521,353,59,50,0.39,3.3
13522,354,103,43,0.24,2.07
13523,354,104,59,1.56,13.48
13524,354,12,41,0.2,1.65
13525,355,92,55,0.86,8.08
13526,355,21,46,1.1,10.13
13527,355,38,45,0.32,2.89
13528,356,113,42,0.51,4.31
13529,356,8,52,1.48,13.07
13530,356,105,55,2.61,24.53
13531,357,118,54,0.36,3.32
13532,357,85,49,0.07,0.58
13533,357,60,58,0.57,4.82
13534,358,107,44,1.49,13.16
13535,358,83,56,2.61,21.06
13536,358,42,56,5.4,43.58
13537,359,53,49,0.24,1.98
13538,359,80,44,1.74,15.36
13539,359,120,60,1.02,9.01
13540,360,119,46,3.31,30.49
13541,360,7,49,0.28,2.32
13542,360,47,53,0.81,7.31
13543,361,30,58,2.78,23.52
13544,361,112,58,0.03,0.25
13545,361,20,55,0.19,1.79
13546,362,81,56,2.14,17.27
13547,362,44,45,0.15,1.35
13548,362,112,57,1.71,14.14
13549,363,24,43,0.37,3.2
13550,363,41,45,0.83,7.49
13551,363,6,60,2.6,22.96
13552,364,101,59,0.99,8.55
13553,364,50,51,0.81,7.0
13554,364,98,53,0.7,6.32
13555,365,37,58,0.0,0.0
13556,366,118,49,3.36,27.79
13557,366,93,57,0.48,3.97
13558,366,32,45,1.06,9.57
13559,367,32,56,0.74,5.97
13560,367,58,47,3.99,37.51
13561,367,99,59,1.27,10.97
13562,368,102,43,1.33,11.49
13563,368,13,46,2.08,19.16
13564,368,11,45,0.09,0.81
13565,369,7,43,0.05,0.43
13566,369,68,44,0.64,5.65
13567,369,66,55,0.31,2.91
13568,370,31,42,4.57,38.66
13569,370,89,52,2.71,23.93
13570,370,54,58,0.02,0.17
13571,371,7,60,0.0,0.0
13572,372,59,43,0.45,3.89
13573,372,111,42,0.05,0.42
13574,372,38,56,0.7,5.65
13575,373,103,42,6.72,56.85
13576,373,77,48,1.07,8.63
13577,373,46,45,1.61,14.54
13578,374,76,44,0.68,6.0
13579,374,80,60,1.45,12.8
13580,374,89,49,4.87,40.27
13581,375,23,52,1.19,10.51
13582,375,41,60,2.0,17.66
13583,375,64,44,3.81,33.64
13584,376,23,44,2.15,18.98
13585,376,19,46,0.81,7.46
13586,376,50,56,4.54,36.64
13587,377,32,49,0.55,4.55
13588,377,72,48,2.58,20.82
13589,377,24,55,6.87,64.58
13590,378,3,46,0.85,7.83
13591,378,110,52,3.55,31.35
13592,378,20,50,0.6,5.08
13593,379,15,45,0.02,0.18
13594,379,23,53,0.05,0.45
13595,379,87,53,0.93,8.4
13596,380,88,51,1.09,9.42
13597,380,76,49,2.16,17.86
13598,380,109,53,0.55,4.97
13599,381,117,47,1.4,13.16
13600,381,95,47,1.06,9.96
13601,381,89,41,4.54,37.55
13602,382,105,58,2.26,19.12
13603,382,26,47,2.16,20.3
13604,382,38,50,0.08,0.68
13605,383,57,50,0.22,1.86
13606,383,40,41,0.17,1.41
13607,383,108,57,0.71,5.87
13608,384,64,57,1.56,12.9
13609,384,77,57,1.65,13.65
13610,384,119,59,2.79,24.11
13611,385,2,51,0.24,2.07
13612,385,60,49,0.12,0.99
13613,385,103,41,1.64,13.56
13614,386,2,46,0.71,6.54
13615,386,79,52,1.73,15.28
13616,386,99,53,1.56,14.09
13617,387,88,57,2.19,18.11
13618,387,10,52,5.24,46.27
13619,387,99,60,0.57,5.03
13620,388,25,51,6.51,56.25
13621,388,64,55,1.37,12.88
13622,388,80,49,1.32,10.92
13623,389,51,46,0.54,4.97
13624,389,82,54,0.93,8.57
13625,389,21,47,0.43,4.04
13626,390,95,60,0.48,4.24
13627,390,54,51,1.66,14.34
13628,390,35,48,1.86,15.01
13629,391,58,46,0.12,1.11
13630,391,61,56,0.21,1.69
13631,391,102,51,0.67,5.79
13632,392,21,46,0.06,0.55
13633,392,73,52,2.64,23.31
13634,392,3,45,0.3,2.71
13635,393,11,54,3.51,32.33
13636,393,45,53,2.7,24.38
13637,393,11,58,2.49,21.07
13638,394,104,45,0.79,7.13
13639,394,18,60,0.04,0.35
13640,394,84,41,0.17,1.41
13641,395,74,52,1.44,12.72
13642,395,20,46,3.11,28.64
13643,395,37,59,0.45,3.89
13644,396,10,44,4.85,42.83
13645,396,119,51,1.52,13.13
13646,396,28,54,0.63,5.8
13647,397,20,42,3.24,27.41
13648,397,41,59,0.22,1.9
13649,397,97,51,1.64,14.17
13650,398,52,59,0.29,2.51
13651,398,56,48,1.92,15.49
13652,398,60,48,3.99,32.2
13653,399,83,45,1.03,9.3
13654,399,23,54,0.66,6.08
13655,399,93,60,0.71,6.27
13656,400,86,50,0.2,1.69
13657,400,6,46,0.46,4.24
13658,400,49,54,2.34,21.55
13659,401,43,43,6.65,57.46
13660,401,80,49,0.55,4.55
13661,401,4,57,0.1,0.83
13662,402,44,58,1.22,10.32
13663,402,25,44,0.34,3.0
13664,402,93,47,0.34,3.2
13665,403,29,44,3.39,29.93
13666,403,98,58,0.84,7.11
13667,403,6,42,1.47,12.44
13668,404,74,49,7.01,57.97
13669,404,110,58,2.26,19.12
13670,404,91,48,0.33,2.66
13671,405,9,46,0.55,5.07
13672,405,23,43,0.88,7.6
13673,405,13,45,5.57,50.3
13674,406,101,46,0.39,3.59
13675,406,48,43,0.02,0.17
13676,406,66,50,3.19,26.99
13677,407,92,44,2.39,21.1
13678,407,69,52,0.12,1.06
13679,407,112,45,3.49,31.51
13680,408,70,54,0.56,5.16
13681,408,69,54,1.15,10.59
13682,408,52,56,5.29,42.69
13683,409,115,50,4.35,36.8
13684,409,14,41,1.26,10.42
13685,409,15,59,1.09,9.42
13686,410,42,57,3.05,25.22
13687,410,72,49,1.05,8.68
13688,410,8,58,0.2,1.69
13689,411,40,53,3.47,31.33
13690,411,97,50,0.26,2.2
13691,411,108,45,0.27,2.44
13692,412,6,41,1.92,15.88
13693,412,23,53,2.03,18.33
13694,412,119,59,0.05,0.43
13695,413,118,57,0.12,0.99
13696,413,57,56,0.35,2.82
13697,413,62,57,0.86,7.11
13698,414,107,48,0.64,5.16
13699,414,67,51,1.35,11.66
13700,414,100,51,2.01,17.37
13701,415,82,53,0.4,3.61
13702,415,37,53,0.07,0.63
13703,415,96,53,0.03,0.27
13704,416,100,50,1.49,12.61
13705,416,77,44,3.05,26.93
13706,416,93,54,0.26,2.39
13707,417,28,45,1.83,16.52
13708,417,85,50,0.06,0.51
13709,417,15,46,0.11,1.01
13710,418,19,60,1.72,15.19
13711,418,104,54,0.92,8.47
13712,418,23,45,4.86,43.89
13713,419,25,43,2.79,24.11
13714,419,3,46,1.83,16.85
13715,419,89,50,1.58,13.37
13716,420,6,43,1.42,12.27
13717,420,21,50,0.09,0.76
13718,420,33,60,4.59,40.53
13719,421,28,58,1.9,16.07
13720,421,37,44,0.06,0.53
13721,421,66,56,0.04,0.32
13722,422,99,59,0.33,2.85
13723,422,12,44,2.33,20.57
13724,422,111,56,2.34,18.88
13725,423,58,60,0.78,6.89
13726,423,106,45,0.58,5.24
13727,423,76,54,0.24,2.21
13728,424,77,60,0.9,7.95
13729,424,36,60,1.11,9.8
13730,424,89,59,0.69,5.96
13731,425,13,57,0.91,7.53
13732,425,66,46,1.45,13.35
13733,425,15,47,1.14,10.72
13734,426,3,58,1.43,12.1
13735,426,29,42,1.31,11.08
13736,426,55,54,1.76,16.21
13737,427,3,54,1.17,10.78
13738,427,91,46,0.83,7.64
13739,427,8,41,1.3,10.75
13740,428,45,41,2.05,16.95
13741,428,96,47,0.95,8.93
13742,428,70,46,0.0,0.0
13743,429,25,51,0.93,8.04
13744,429,51,58,1.01,8.54
13745,429,112,47,4.06,38.16
13746,430,1,44,0.38,3.36
13747,430,81,51,0.43,3.72
13748,430,42,42,0.19,1.61
13749,431,35,46,0.1,0.92
13750,431,114,48,1.93,15.58
13751,431,116,57,0.37,3.06
13752,432,71,48,1.71,13.8
13753,432,120,41,2.12,17.53
13754,432,71,52,1.17,10.33
13755,433,119,46,3.47,31.96
13756,433,108,54,0.97,8.93
13757,433,22,60,0.56,4.94
13758,434,99,59,1.64,14.17
13759,434,8,60,1.43,12.63
13760,434,58,42,0.13,1.1
13761,435,69,53,0.35,3.16
13762,435,21,54,1.26,11.6
13763,435,97,55,4.49,42.21
13764,436,120,54,4.93,45.41
13765,436,110,48,1.12,9.04
13766,436,23,48,0.65,5.25
13767,437,114,58,2.76,23.35
13768,437,113,47,0.76,7.14
13769,437,79,57,0.48,3.97
13770,438,87,53,1.29,11.65
13771,438,28,47,0.86,8.08
13772,438,53,56,0.85,6.86
13773,439,65,43,1.42,12.27
13774,439,82,51,3.09,26.7
13775,439,114,44,0.39,3.44
13776,440,117,58,0.74,6.26
13777,440,23,53,3.57,32.24
13778,440,59,53,0.29,2.62
13779,441,32,44,3.65,32.23
13780,441,71,54,1.56,14.37
13781,441,100,50,0.09,0.76
13782,442,1,44,0.82,7.24
13783,442,25,43,0.11,0.95
13784,442,85,45,0.57,5.15
13785,443,102,57,0.08,0.66
13786,443,26,46,2.61,24.04
13787,443,92,48,0.31,2.5
13788,444,20,60,0.23,2.03
13789,444,87,44,0.13,1.15
13790,444,109,58,2.64,22.33
13791,445,94,57,0.76,6.29
13792,445,45,48,0.82,6.62
13793,445,60,46,0.42,3.87
13794,446,94,60,2.85,25.17
13795,446,68,43,0.52,4.49
13796,446,42,56,3.63,29.29
13797,447,52,41,0.26,2.15
13798,447,64,56,3.47,28.0
13799,447,13,53,1.47,13.27
13800,448,55,42,1.53,12.94
13801,448,106,52,0.47,4.15
13802,448,22,59,4.4,38.02
13803,449,82,41,0.68,5.62
13804,449,67,58,1.09,9.22
13805,449,110,44,1.23,10.86
13806,450,32,49,0.59,4.88
13807,450,80,43,1.13,9.76
13808,450,60,45,0.28,2.53
13809,451,57,60,0.13,1.15
13810,451,15,54,0.9,8.29
13811,451,118,55,1.97,18.52
13812,452,89,57,0.17,1.41
13813,452,46,44,0.17,1.5
13814,452,54,59,1.96,16.93
13815,453,110,59,3.28,28.34
13816,453,83,58,4.96,41.96
13817,453,70,48,1.76,14.2
13818,454,45,50,2.71,22.93
13819,454,23,56,3.09,24.94
13820,454,92,41,5.4,44.66
13821,455,90,45,0.08,0.72
13822,455,49,53,0.62,5.6
13823,455,90,52,0.3,2.65
13824,456,69,53,1.78,16.07
13825,456,98,53,0.29,2.62
13826,456,79,46,3.33,30.67
13827,457,74,52,1.77,15.63
13828,457,18,44,0.18,1.59
13829,457,58,51,2.05,17.71
13830,458,40,47,1.3,12.22
13831,458,65,60,0.34,3.0
13832,458,73,59,4.36,37.67
13833,459,44,46,3.09,28.46
13834,459,29,51,0.29,2.51
13835,459,35,60,1.12,9.89
13836,460,81,54,3.54,32.6
13837,460,98,41,0.81,6.7
13838,460,95,55,0.95,8.93
13839,461,114,50,2.48,20.98
13840,461,75,45,0.85,7.68
13841,461,3,60,3.37,29.76
13842,462,35,55,1.12,10.53
13843,462,19,56,1.04,8.39
13844,462,53,60,0.84,7.42
13845,463,76,54,2.3,21.18
13846,463,9,50,1.07,9.05
13847,463,74,55,4.63,43.52
13848,464,51,60,0.97,8.57
13849,464,3,56,2.97,23.97
13850,464,1,58,0.06,0.51
13851,465,101,58,0.49,4.15
13852,465,59,60,0.04,0.35
13853,465,88,50,2.87,24.28
13854,466,33,56,0.0,0.0
13855,467,46,58,4.7,39.76
13856,467,109,60,2.03,17.92
13857,467,37,59,0.27,2.33
13858,468,36,53,2.48,22.39
13859,468,66,43,3.93,33.96
13860,468,103,47,0.59,5.55
13861,469,103,60,0.63,5.56
13862,469,109,57,1.27,10.5
13863,469,15,50,1.1,9.31
13864,470,60,54,1.8,16.58
13865,470,37,48,2.34,18.88
13866,470,67,55,3.06,28.76
13867,471,27,51,0.53,4.58
13868,471,94,53,0.86,7.77
13869,471,69,59,1.61,13.91
13870,472,14,58,0.18,1.52
13871,472,38,53,0.82,7.4
13872,472,69,59,0.0,0.0
13873,473,34,41,1.55,12.82
13874,473,41,50,1.17,9.9
13875,473,102,41,1.08,8.93
13876,474,22,60,0.59,5.21
13877,474,104,57,2.9,23.98
13878,474,113,53,0.21,1.9
13879,475,42,41,0.96,7.94
13880,475,16,46,0.84,7.74
13881,475,21,42,0.2,1.69
13882,476,18,53,0.34,3.07
13883,476,6,55,1.17,11.0
13884,476,52,53,1.69,15.26
13885,477,71,50,0.28,2.37
13886,477,116,60,0.26,2.3
13887,477,3,42,0.46,3.89
13888,478,23,58,0.71,6.01
13889,478,69,49,1.95,16.13
13890,478,46,49,1.34,11.08
13891,479,14,57,3.19,26.38
13892,479,1,48,0.02,0.16
13893,479,113,58,4.79,40.52
13894,480,74,58,0.81,6.85
13895,480,25,58,2.02,17.09
13896,480,43,42,0.17,1.44
13897,481,40,56,1.73,13.96
13898,481,71,58,1.09,9.22
13899,481,80,48,1.18,9.52
13900,482,95,60,0.23,2.03
13901,482,34,56,2.85,23.0
13902,482,71,44,0.02,0.18
13903,483,54,52,1.08,9.54
13904,483,2,48,0.55,4.44
13905,483,119,45,2.57,23.21
13906,484,101,55,0.6,5.64
13907,484,118,52,0.62,5.47
13908,484,7,41,1.38,11.41
13909,485,28,41,3.79,31.34
13910,485,87,42,0.46,3.89
13911,485,93,52,0.69,6.09
13912,486,98,53,0.19,1.72
13913,486,14,53,2.47,22.3
13914,486,114,59,0.34,2.94
13915,487,46,60,1.03,9.09
13916,487,3,47,0.31,2.91
13917,487,50,52,0.76,6.71
13918,488,13,50,0.89,7.53
13919,488,34,58,0.41,3.47
13920,488,25,59,7.3,63.07
13921,489,70,55,0.56,5.26
13922,489,56,50,0.16,1.35
13923,489,73,55,1.28,12.03
13924,490,65,42,1.54,13.03
13925,490,117,56,0.16,1.29
13926,490,84,41,0.3,2.48
13927,491,68,44,1.16,10.24
13928,491,21,56,0.62,5.0
13929,491,113,54,0.22,2.03
13930,492,4,42,3.05,25.8
13931,492,81,44,0.31,2.74
13932,492,55,47,1.64,15.42
13933,493,114,52,2.29,20.22
13934,493,7,44,1.23,10.86
13935,493,35,48,3.88,31.31
13936,494,39,50,0.27,2.28
13937,494,17,49,2.34,19.35
13938,494,77,60,1.19,10.51
13939,495,51,42,4.19,35.45
13940,495,36,56,0.88,7.1
13941,495,55,51,0.83,7.17
13942,496,116,58,1.39,11.76
13943,496,105,53,6.65,60.05
13944,496,22,52,0.16,1.41
13945,497,5,50,1.24,10.49
13946,497,19,53,7.49,67.63
13947,497,15,45,0.27,2.44
13948,498,117,51,1.87,16.16
13949,498,79,52,0.66,5.83
13950,498,56,60,0.47,4.15
13951,499,18,56,1.46,11.78
13952,499,120,51,1.39,12.01
13953,499,99,54,1.45,13.35
13954,500,24,46,1.95,17.96
13955,500,16,46,1.16,10.68
13956,500,2,60,0.99,8.74
13957,501,31,51,2.8,24.19
13958,501,120,47,0.52,4.89
13959,501,57,50,1.68,14.21
13960,502,34,41,1.28,10.59
13961,502,40,56,3.16,25.5
13962,502,116,56,0.76,6.13
13963,503,39,53,0.84,7.59
13964,503,37,58,1.74,14.72
13965,503,48,51,0.42,3.63
13966,504,29,60,0.11,0.97
13967,504,56,60,1.19,10.51
13968,504,22,51,0.7,6.05
13969,505,109,44,0.7,6.18
13970,505,69,48,1.89,15.25
13971,505,41,48,0.41,3.31
13972,506,63,41,0.7,5.79
13973,506,18,43,1.18,10.2
13974,506,43,50,0.12,1.02
13975,507,28,52,0.37,3.27
13976,507,22,44,3.21,28.34
13977,507,8,60,1.42,12.54
13978,508,95,41,0.03,0.25
13979,508,51,48,0.49,3.95
13980,508,85,45,2.48,22.39
13981,509,12,46,1.6,14.74
13982,509,119,43,2.02,17.45
13983,509,31,56,0.38,3.07
13984,510,82,45,2.58,23.3
13985,510,64,55,0.78,7.33
13986,510,55,46,1.14,10.5
13987,511,69,49,0.42,3.47
13988,511,94,58,0.06,0.51
13989,511,80,48,1.52,12.27
13990,512,72,52,0.42,3.71
13991,512,92,51,0.94,8.12
13992,512,71,51,5.34,46.14
13993,513,22,51,0.82,7.08
13994,513,75,46,1.56,14.37
13995,513,22,50,0.62,5.25
13996,514,18,52,0.93,8.21
13997,514,13,51,5.0,43.2
13998,514,15,53,0.07,0.63
13999,515,42,57,2.99,24.73
